"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-67.08","52.80","FERMONT","704BC70","2016-01-01","2016","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-02","2016","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-03","2016","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-04","2016","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-05","2016","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-06","2016","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-07","2016","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-08","2016","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-09","2016","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-10","2016","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-11","2016","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-12","2016","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-13","2016","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-14","2016","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-15","2016","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-16","2016","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-17","2016","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-18","2016","01","18","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-19","2016","01","19","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-20","2016","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-21","2016","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-22","2016","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-23","2016","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-24","2016","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-25","2016","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"-67.08","52.80","FERMONT","704BC70","2016-01-26","2016","01","26","","","","","","","","","","","","","","","","","","","","","","",""
