"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.78","45.32","MERCIER","7024878","2016-01-01","2016","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-02","2016","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-03","2016","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-04","2016","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-05","2016","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-06","2016","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-07","2016","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-08","2016","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-09","2016","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-10","2016","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-11","2016","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-12","2016","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-13","2016","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-14","2016","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-15","2016","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-16","2016","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-73.78","45.32","MERCIER","7024878","2016-01-17","2016","01","17","","","","","","","","","","","","","","","","","","","","","","",""
